ID,FIPS,State,County,groceryStores,supercenters,convenienceStores,lowAccess,nocarAccess,fastFood
30,1059,AL,Franklin,0.220396083,0.031485155,0.59821794,9.695227066,3.739746929,0.535247631
31,1061,AL,Geneva,0.371319297,0,0.519847016,2.262027074,1.66903831,0.445583157
32,1063,AL,Greene,0.225326724,0,0.901306895,36.33515715,8.002548261,0.112663362
33,1065,AL,Hale,0.194957109,0,0.779828438,0.552759256,8.074562043,0.324928516
34,1067,AL,Henry,0.173540811,0,0.809857118,2.232764366,4.944495779,0.57846937
35,1069,AL,Houston,0.164406878,0.029012978,0.676969498,21.07824739,2.434556077,0.928415311
36,1071,AL,Jackson,0.207472793,0.018861163,0.811030008,9.121428088,3.497367088,0.641279541
37,1073,AL,Jefferson,0.160603871,0.028787486,0.695445062,31.78014638,2.86011795,0.966653485
38,1075,AL,Lamar,0.280524581,0,0.490918017,0.634317065,3.418512239,0.490918017
39,1077,AL,Lauderdale,0.216118087,0.021611809,0.551101122,15.73061247,2.334430635,0.756413304
40,1079,AL,Lawrence,0.14776287,0.029552574,0.650156629,3.929754751,3.407283634,0.472841184
41,1081,AL,Lee,0.108653578,0.020372546,0.509313649,31.22691212,2.763594646,0.794529292
42,1083,AL,Limestone,0.114084925,0.011408492,0.707326534,12.24596772,2.773429055,0.513382162
43,1085,AL,Lowndes,0.18421295,0,0.552638851,48.70078709,12.71216385,0.092106475
44,1087,AL,Macon,0.194789384,0,0.779157536,34.98838683,9.916545156,0.438276114
45,1089,AL,Madison,0.113676111,0.032062493,0.603357817,32.86992604,2.099628012,0.912323656
46,1091,AL,Marengo,0.19606882,0.049017205,0.980344101,26.57055501,4.833179905,0.833292486
47,1093,AL,Marion,0.098921753,0.065947835,0.69245227,1.748411426,3.465577345,0.69245227
48,1095,AL,Marshall,0.221575082,0.031653583,0.685827636,13.77539769,3.507258074,0.801890774
49,1097,AL,Mobile,0.137702447,0.019326659,0.567720614,27.30648439,2.248038882,0.620868927
50,1099,AL,Monroe,0.221219361,0.044243872,0.619414211,30.99115176,6.829279931,0.442438722
51,1101,AL,Montgomery,0.147730383,0.026070068,0.530091376,28.01663708,2.621888697,0.838587176
52,1103,AL,Morgan,0.14950787,0.016611986,0.872129241,11.72455584,2.14399788,0.822293285
53,1105,AL,Perry,0.392888714,0,0.589333071,9.174419598,11.50545731,0.196444357
54,1107,AL,Pickens,0.20613244,0,0.46379799,4.311914592,7.553754488,0.41226488
55,1109,AL,Pike,0.180820927,0.030136821,0.572599602,11.34627515,4.322880652,0.873967814
56,1111,AL,Randolph,0.1323043,0.044101433,0.705622933,4.630858868,4.607437837,0.352811466
57,1113,AL,Russell,0.172950536,0.017295054,0.588031823,16.07600463,3.561345868,0.726392252
58,1115,AL,St. Clair,0.140783932,0.035195983,0.668723676,4.478454797,2.98417262,0.656991682
59,1117,AL,Shelby,0.139344385,0.019906341,0.502635102,26.66202209,1.308010677,0.656909242
60,1119,AL,Sumter,0.223430401,0,1.415059209,16.15766189,7.92606217,0.521337603
61,1121,AL,Talladega,0.122306206,0.024461241,0.880604682,15.01058377,3.843537704,0.550377926
62,1123,AL,Tallapoosa,0.170034979,0.024290711,1.117372717,11.04844935,5.879893869,0.485814225
63,1125,AL,Tuscaloosa,0.115813007,0.020141393,0.523676207,20.28114089,2.253184537,0.780478962
64,1127,AL,Walker,0.151009498,0.0302019,0.800350342,11.23459251,4.711485048,0.634239894
65,1129,AL,Washington,0.116897539,0,0.467590157,9.716742409,4.795966327,0.233795079
66,1131,AL,Wilcox,0.699851282,0,0.874814102,44.32922518,12.60499684,0.349925641
67,1133,AL,Winston,0.331840053,0,0.912560146,4.130307166,2.030415914,0.49776008
68,2013,AK,Aleutians East,1.265422335,0,0,,,0.316355584
69,2016,AK,Aleutians West,0.72111051,0,0.180277628,39.03376221,20.52360516,0.180277628
70,2020,AK,Anchorage,0.117209738,0.040186196,0.20093098,13.74710627,8.946930401,0.686514182
71,2050,AK,Bethel,1.127014538,0,0.394455088,30.14785441,0.965764684,0.338104362
72,2060,AK,Bristol Bay,2.018163471,0,0,78.01478363,60.87101742,0
73,2068,AK,Denali,0,0,1.6,43.54489164,13.87570264,0.533333333
74,2070,AK,Dillingham,1.191895113,0,0.595947557,100.0000007,2.756950855,0.198649186
75,2090,AK,Fairbanks North Star,0.07978299,0.039891495,0.239348971,32.56828352,26.80906153,0.398914951
76,2100,AK,Haines,1.175548589,0,0,37.14763806,3.167984852,0.39184953
77,2110,AK,Juneau,0.184297825,0.092148913,0.215014129,20.70317871,2.015862216,0.952205431
78,2122,AK,Kenai Peninsula,0.263620387,0.035149385,0.439367311,78.8333137,28.2178692,0.597539543
79,2130,AK,Ketchikan Gateway,0.290296829,0,0.217722621,32.41617287,2.858341513,0.653167864
80,2150,AK,Kodiak Island,0.280918604,0,0.070229651,20.37849871,3.33756928,0.421377906
81,2164,AK,Lake and Peninsula,1.209189843,0,0,7.68772136,2.226653352,0
82,2170,AK,Matanuska-Susitna,0.106467927,0.031940378,0.234229438,10.41539951,4.97514672,0.383284536
83,2180,AK,Nome,1.613716591,0,0.100857287,99.9999996,53.54214107,0.201714574
84,2185,AK,North Slope,0.933319506,0,0.311106502,22.96278229,2.576472981,0.518510837
85,2188,AK,Northwest Arctic,0.896286812,0,0.384122919,53.37196625,43.80599,0.128040973
86,2220,AK,Sitka,0.331638293,0,0.221092195,38.4796783,15.37482702,0.221092195
87,2105,AK,Hoonah-Angoon,0,0,0,57.45496574,43.67099663,0
88,2240,AK,Southeast Fairbanks,0.419932811,0,0.839865622,4.805863212,5.229349451,0.419932811
89,2261,AK,Valdez-Cordova,0.823299372,0,0.823299372,25.01492516,4.630137439,1.029124215
90,2270,AK,Wade Hampton,2.048917915,0,0.12805737,,,0
91,2195,AK,Petersburg,0,0,0,18.21093133,1.885770239,0
92,2282,AK,Yakutat,2.994011976,0,0,0.309912579,0.275893912,0
93,2290,AK,Yukon-Koyukuk,1.906412478,0,0.519930676,,,0
94,4001,AZ,Apache,0.109297083,0,0.560147551,,,0.259580572
95,4003,AZ,Cochise,0.121131367,0.022712131,0.446671916,29.06925794,4.451256931,0.469384047
96,4005,AZ,Coconino,0.14704693,0.02205704,0.58818772,27.95429569,5.33708103,0.889633927
97,4007,AZ,Gila,0.131717597,0.037633599,0.564503989,66.430852,68.47040458,0.602137588
98,4009,AZ,Graham,0.160359205,0.026726534,0.45435108,21.55442949,1.989390832,0.481077614
99,4011,AZ,Greenlee,0.227221086,0,0.908884344,,,0.113610543
100,4012,AZ,La Paz,0.394457867,0.049307233,0.887530201,0.380989836,3.583096529,0.936837434
101,4013,AZ,Maricopa,0.125058058,0.023844741,0.248594112,99.99999992,50.17823056,0.699614857
102,4015,AZ,Mohave,0.113114383,0.019672067,0.4131134,65.36370909,11.9356936,0.570489933
103,4017,AZ,Navajo,0.158739052,0.018675183,0.522905111,39.30480671,2.959605801,0.504229929
104,4019,AZ,Pima,0.12192738,0.013099636,0.320437246,30.2461549,2.833944126,0.631805513
105,4021,AZ,Pinal,0.067120158,0.015489267,0.185871207,23.90305272,3.529097189,0.345926968
106,4023,AZ,Santa Cruz,0.147982158,0.021140308,0.380525548,31.33398516,4.756930031,0.570788322
107,4025,AZ,Yavapai,0.183411166,0.023514252,0.362119481,70.60939238,6.234436143,0.639587654
108,4027,AZ,Yuma,0.159982402,0.0299967,0.309965904,43.32992469,6.697189328,0.569937307
109,5001,AR,Arkansas,0.158797375,0.052932458,0.899851789,12.89667448,0.784539969,0.58225704
110,5003,AR,Ashley,0.278758595,0.046459766,0.743356253,44.14569892,2.446514501,0.696896488
111,5005,AR,Baxter,0.121808614,0.024361723,0.487234457,33.10885023,7.256422064,0.730851686
112,5007,AR,Benton,0.120550399,0.025832228,0.353040453,23.68835458,1.235200708,0.68455405
113,5009,AR,Boone,0.107161036,0.026790259,0.482224663,17.34842335,2.825873772,0.669756477
114,5011,AR,Bradley,0.350969553,0,0.52645433,27.52490419,1.385846046,0.350969553
115,5013,AR,Calhoun,0,0,0.7537215,33.2874608,2.264619041,0.565291125
116,5015,AR,Carroll,0.181093807,0.036218761,0.470843897,22.35112788,2.048545438,0.470843897
117,5017,AR,Chicot,0.437330534,0,0.962127176,22.07058415,2.847599476,0.699728855
118,5019,AR,Clark,0.174398326,0.043599581,0.523194977,19.86708612,4.163345113,0.828392047
119,5021,AR,Clay,0.191277735,0,0.510073961,11.99581779,2.818185842,0.573833206
120,5023,AR,Cleburne,0.271233726,0.038747675,0.658710477,19.69439445,2.157995281,0.658710477
121,5025,AR,Cleveland,0.11591515,0,0.4636606,30.01057894,3.098522293,0.2318303
122,5027,AR,Columbia,0.122584072,0.040861357,0.694643076,10.9022319,2.45215088,0.653781719
123,5029,AR,Conway,0.234885141,0.046977028,0.845586508,65.34407711,3.837950888,0.281862169
124,5031,AR,Craighead,0.24063769,0.030079711,0.360956535,8.595425926,2.017591592,0.832205344
125,5033,AR,Crawford,0.129144739,0.032286185,0.435863494,5.098911596,3.902284263,0.484292771
126,5035,AR,Crittenden,0.199916035,0.019991604,0.539773295,9.14315047,3.770923359,0.659722916
127,5037,AR,Cross,0.16965447,0.05655149,0.395860431,10.4184871,2.18954349,0.678617882
128,5039,AR,Dallas,0.250406911,0,1.377238012,13.65534521,3.148152116,0.250406911
129,5041,AR,Desha,0.398565165,0,0.717417298,24.50199472,3.675873319,0.797130331
130,5043,AR,Drew,0.106706504,0.053353252,0.693592274,17.94562472,3.988491377,0.746945526
131,5045,AR,Faulkner,0.109516107,0.016848632,0.395942849,21.16140836,5.187465578,0.657096644
132,5047,AR,Franklin,0.110834026,0,0.498753117,25.01992385,2.705248782,0.332502078
133,5049,AR,Fulton,0.08118201,0,0.40591005,21.10029818,3.261111331,0.48709206
134,5051,AR,Garland,0.154793969,0.041278392,0.577897485,12.02525227,2.743693303,0.877165826
135,5053,AR,Grant,0.111197598,0.055598799,0.667185589,16.49207295,4.135575538,0.333592794
136,5055,AR,Greene,0.115839956,0.023167991,0.370687858,18.80702234,6.718720727,0.695039733
137,5057,AR,Hempstead,0.178786931,0.044696733,0.715147723,30.21340131,6.427063802,0.536360792
138,5059,AR,Hot Spring,0.209618494,0.029945499,0.479127987,19.04793434,3.236873798,0.479127987
139,5061,AR,Howard,0.291226793,0.072806698,0.946487077,25.3354439,3.074735737,0.728066982
140,5063,AR,Independence,0.162052667,0.027008778,0.594193113,10.44710184,3.898358568,0.675219446
141,5065,AR,Izard,0.371085053,0,0.593736084,18.94785192,2.481563519,0.148434021
142,5067,AR,Jackson,0.170454545,0,0.397727273,31.5152154,3.461200354,0.511363636
143,5069,AR,Jefferson,0.214124165,0.01338276,0.602224215,11.87738791,3.004154826,0.789582859
144,5071,AR,Johnson,0.038608548,0.038608548,0.463302575,22.0622799,3.102588427,0.501911123
145,5073,AR,Lafayette,0.134282261,0,0.939975829,24.48189867,3.250086538,0.402846784
146,5075,AR,Lawrence,0.293910181,0,0.529038326,18.28689403,2.458176212,0.352692217
147,5077,AR,Lee,0.09788567,0,0,14.70633792,2.504468171,0.293657009
148,5079,AR,Lincoln,0.070916956,0,0.425501737,18.68287629,3.074404176,0.283667825
149,5081,AR,Little River,0.232216116,0.077405372,0.464432232,5.915955073,2.795257766,0.309621488
150,5083,AR,Logan,0.090979393,0,0.909793932,13.79417844,4.50580284,0.545876359
151,5085,AR,Lonoke,0.085911883,0.028637294,0.415240768,17.02871569,1.997273754,0.544108593
152,5087,AR,Madison,0.255672739,0,0.447427293,9.079602613,2.960851062,0.255672739
153,5089,AR,Marion,0.241429261,0.060357315,0.362143892,21.10786747,8.730248077,0.362143892
154,5091,AR,Miller,0.160425356,0.022917908,0.595865609,25.2468503,2.177383722,0.527111885
155,5093,AR,Mississippi,0.285325491,0.043896229,0.61454721,31.42302305,9.513586771,0.680391554
156,5095,AR,Monroe,0.510986203,0,1.021972407,34.33329472,9.414195028,0.894225856
157,5097,AR,Montgomery,0.107066381,0,0.428265525,6.553645475,4.64910645,0.428265525
158,5099,AR,Nevada,0.112044818,0,1.120448179,13.75091609,2.750036133,0.336134454
159,5101,AR,Newton,0.74202325,0,0.247341083,19.04327361,2.463168994,0.123670542
160,5103,AR,Ouachita,0.196881399,0.03937628,0.511891636,26.10979767,3.072301233,0.551267916
161,5105,AR,Perry,0.193442306,0,0.386884612,13.54336579,1.933445228,0.290163459
162,5107,AR,Phillips,0.38491147,0.048113934,0.336797537,25.25013973,2.317564535,0.38491147
163,5109,AR,Pike,0.355650396,0,0.711300791,12.9129579,3.882863595,0.266737797
164,5111,AR,Poinsett,0.246842473,0.041140412,0.493684947,12.5199122,5.686292528,0.74052742
165,5113,AR,Polk,0.244247961,0.048849592,0.635044697,23.55457289,3.856879772,0.537345513
166,5115,AR,Pope,0.079662232,0.015932446,0.493905839,26.38365578,4.779220482,0.876284553
167,5117,AR,Prairie,0.472925041,0,0.709387562,35.2911202,7.11601913,0.236462521
168,5119,AR,Pulaski,0.169686312,0.025710047,0.557908025,28.13439925,5.320786413,0.892138639
169,5121,AR,Randolph,0.278862242,0.055772448,0.390407139,10.60318096,3.83701015,0.501952036
170,5123,AR,St. Francis,0.215377988,0.035896331,0.897408285,36.96119237,9.309578221,0.50254864
171,5125,AR,Saline,0.107291341,0.01788189,0.259287407,19.49343402,4.134438117,0.634807099
172,5127,AR,Scott,0.181653043,0,0.363306085,11.37709652,2.439835189,0.363306085
173,5129,AR,Searcy,0.499562882,0,0.874235044,36.84237776,2.60956472,0.499562882
174,5131,AR,Sebastian,0.157104254,0.039276064,0.526299252,14.15994725,2.29550935,0.754100421
175,5133,AR,Sevier,0.116434767,0.058217384,0.815043372,6.140059081,4.332067956,0.46573907
176,5135,AR,Sharp,0.17591181,0.05863727,0.293186349,30.56268833,2.663708049,0.586372698
177,5137,AR,Stone,0.157940456,0.078970228,0.315880913,30.66436697,3.607486465,0.86867251
178,5139,AR,Union,0.171287347,0.024469621,0.954315218,30.2447463,10.0823864,0.587270903
179,5141,AR,Van Buren,0.117439812,0.058719906,0.822078685,22.42279639,3.026374027,0.352319436
180,5143,AR,Washington,0.151363931,0.023650614,0.321648353,17.84182615,2.891137681,0.775740146
181,5145,AR,White,0.178359854,0.01273999,0.535079561,33.26074963,6.368814115,0.675219446
182,5147,AR,Woodruff,0.422535211,0,0.704225352,14.30455514,1.367955212,0.563380282
183,5149,AR,Yell,0.091190954,0.045595477,0.547145723,33.93474541,3.518184163,0.547145723
184,6001,CA,Alameda,0.235412164,0.003859216,0.19296079,20.67817836,4.012839994,0.77891839
185,6003,CA,Alpine,0.885739593,0,0,24.49120092,5.641885624,0.885739593
186,6005,CA,Amador,0.324017821,0,0.351019306,21.69830182,4.72783941,0.459025246
187,6007,CA,Butte,0.212152262,0.004513878,0.306943698,12.85578557,5.60986027,0.690623321
188,6009,CA,Calaveras,0.290554736,0,0.447007286,19.91554346,1.714083225,0.558759108
189,6011,CA,Colusa,0.607164542,0,0.607164542,14.30292762,3.017882247,0.467049647
190,6013,CA,Contra Costa,0.180622955,0.004631358,0.194517028,5.328619575,7.945049244,0.586329899
191,6015,CA,Del Norte,0.282785437,0.03534818,0.141392718,7.529794906,2.788101133,0.388829975
192,6017,CA,El Dorado,0.188302014,0,0.348912556,10.62225976,0.449325001,0.553829454
193,6019,CA,Fresno,0.242642909,0.007384784,0.312270874,55.54007958,1.464564258,0.605552303
194,6021,CA,Glenn,0.214346956,0.035724493,0.571591883,12.49745794,2.509057974,0.464418405
195,6023,CA,Humboldt,0.304093394,0.007416912,0.28925957,22.15873432,2.09568849,0.68977282
196,6025,CA,Imperial,0.192146845,0.022605511,0.356036802,8.572989522,2.234942225,0.576440536
197,6027,CA,Inyo,0.216274669,0,0.811030008,8.268281955,1.824761944,0.919167343
198,6029,CA,Kern,0.225425681,0.007008052,0.310690317,19.63936397,0.786487781,0.641236781
199,6031,CA,Kings,0.204804313,0.006606591,0.264263629,27.10749168,2.657574353,0.574773394
200,6033,CA,Lake,0.328212181,0,0.453245393,27.92789125,1.522803357,0.593907757
201,6035,CA,Lassen,0.237684949,0,0.445659279,12.21254977,1.245155469,0.445659279
202,6037,CA,Los Angeles,0.206167169,0.005219422,0.188099939,12.91099104,2.79501403,0.766953912
203,6039,CA,Madera,0.256211486,0,0.33504579,16.3258577,1.635320898,0.505853447
204,6041,CA,Marin,0.261648228,0.003905197,0.160113095,16.14699528,1.855711435,0.749797906
205,6043,CA,Mariposa,0.50265289,0,0.446802569,41.13536733,2.174332574,0.390952248
206,6045,CA,Mendocino,0.571899163,0,0.434643364,15.25257904,1.065651076,0.617651096
207,6047,CA,Merced,0.221116639,0.011437068,0.282114333,21.39694941,1.116508331,0.491793904
208,6049,CA,Modoc,0.643293664,0,0.428862442,17.60234522,2.773349729,0.750509274
209,6051,CA,Mono,0.348480624,0,0.696961249,48.30437547,1.778210859,1.324226373
210,6053,CA,Monterey,0.271814266,0.011716132,0.248382002,6.24792472,0.224679553,0.627984685
211,6055,CA,Napa,0.273292819,0.021575749,0.280484735,19.82276297,1.720912011,0.618504801
212,6057,CA,Nevada,0.264517967,0,0.325560575,16.40030773,0.505331331,0.640947381
213,6059,CA,Orange,0.17604426,0.008090269,0.207758115,17.29098374,3.308578408,0.886693513
214,6061,CA,Placer,0.174186164,0.008294579,0.284780553,18.00113562,2.077412027,0.829457922
215,6063,CA,Plumas,0.567039538,0,0.773235734,14.30604459,1.615926823,0.567039538
216,6065,CA,Riverside,0.153386199,0.011019123,0.194377338,35.75302967,3.112282633,0.61310403
217,6067,CA,Sacramento,0.18894975,0.01172316,0.246186353,47.97131742,3.126376516,0.69166642
218,6069,CA,San Benito,0.175796357,0,0.175796357,11.91203993,0.916907556,0.421911258
219,6071,CA,San Bernardino,0.163838884,0.007687455,0.222455729,14.14266699,0.968575916,0.678417903
220,6073,CA,San Diego,0.195463546,0.007239391,0.230401475,23.93614616,1.653485239,0.798221502
221,6075,CA,San Francisco,0.420166541,0.001210855,0.115031186,7.327899242,0.288571331,1.055865198
222,6077,CA,San Joaquin,0.226298441,0.012809346,0.219182138,15.2128237,0.938717794,0.576420556
223,6079,CA,San Luis Obispo,0.26200492,0.003638957,0.298394492,7.685524702,1.662454042,0.800570588
224,6081,CA,San Mateo,0.235354269,0.005410443,0.185307672,19.81973274,0.964333959,0.716883693
225,6083,CA,Santa Barbara,0.275942669,0.004637692,0.220290366,13.40904786,0.762720859,0.753624936
226,6085,CA,Santa Clara,0.184489394,0.005986382,0.194829508,17.66431369,0.4822928,0.762991536
227,6087,CA,Santa Cruz,0.277386272,0.003748463,0.206165472,22.31091595,1.267885846,0.712207995
228,6089,CA,Shasta,0.201583551,0.016798629,0.475961162,14.75500337,0.457952802,0.7279406
229,6091,CA,Sierra,0,0,0.64808814,3.314855428,0.440880388,0.32404407
230,6093,CA,Siskiyou,0.452960094,0.022648005,0.679440141,11.37874379,0.605777424,0.634144132
231,6095,CA,Solano,0.163990142,0.016636681,0.27807024,17.05369486,1.10505804,0.665467241
232,6097,CA,Sonoma,0.276518871,0.004066454,0.246020466,11.50350037,0.327338479,0.605901645
233,6099,CA,Stanislaus,0.268340087,0.00766686,0.264506657,13.79199028,0.73567562,0.644016208
234,6101,CA,Sutter,0.263096967,0.021047757,0.368335754,9.546311286,0.334127485,0.568289449
235,6103,CA,Tehama,0.173485159,0,0.425827209,16.15218701,0.854500875,0.58354099
236,6105,CA,Trinity,0.813248558,0,0.591453497,23.05561648,2.014062477,0.887180245
237,6107,CA,Tulare,0.23673771,0.008850008,0.3385128,88.117997,4.437641929,0.500025444
238,6109,CA,Tuolumne,0.20367353,0,0.40734706,19.57463289,3.257174911,0.518441712
239,6111,CA,Ventura,0.210531101,0.004784798,0.220100696,22.3832169,1.079700411,0.722504459
240,6113,CA,Yolo,0.191065952,0.009798254,0.254754603,16.4182066,1.017521634,0.68097865
241,6115,CA,Yuba,0.150837836,0.013712531,0.329100732,13.40998273,1.121852247,0.438800976
242,8001,CO,Adams,0.141427944,0.021758145,0.258921927,35.26937707,1.196620022,0.613579694
243,8003,CO,Alamosa,0.247708695,0.061927174,0.495417389,15.70601185,1.963449009,0.866980431
244,8005,CO,Arapahoe,0.151121828,0.02350784,0.251869713,16.81663539,1.225140449,0.770721321
245,8007,CO,Archuleta,0.331400166,0,0.57995029,14.2989768,1.752229327,0.497100249
246,8009,CO,Baca,0.533191149,0,0.799786724,28.00537288,2.398219348,0.266595575
247,8011,CO,Bent,0.173220163,0,0.519660488,15.45978741,0.550514742,0.173220163
248,8013,CO,Boulder,0.183415324,0.016376368,0.255471345,9.397743241,0.59110786,0.845020601
249,8014,CO,Broomfield,0.12007273,0.034306494,0.24014546,20.77202787,1.680452867,1.132114309
250,8015,CO,Chaffee,0.44077135,0.055096419,1.101928375,14.88800421,0.715803208,1.212121212
251,8017,CO,Cheyenne,1.067235859,0,1.067235859,6.629492393,1.768926889,0.53361793
252,8019,CO,Clear Creek,0.110791048,0,0.997119433,17.00350125,0.676952471,0.886328385
253,8021,CO,Conejos,0.362537764,0,0.241691843,22.68510009,1.441498565,0.120845921
254,8023,CO,Costilla,0.556483027,0,1.112966055,25.21711998,0.779424962,0
255,8025,CO,Crowley,0.18639329,0,0.18639329,25.69054192,2.186837454,0
256,8027,CO,Custer,0.470698988,0,0.470698988,15.56967544,0.566455951,0.470698988
257,8029,CO,Delta,0.197160883,0.032860147,0.328601472,14.99601043,0.275375279,0.525762355
258,8031,CO,Denver,0.176582343,0.012613025,0.331091894,14.99601043,0.275375279,0.881335089
259,8033,CO,Dolores,0.501504514,0,0.501504514,7.634906233,0.706940968,0
260,8035,CO,Douglas,0.08718542,0.030179568,0.191137267,33.85905532,3.251941132,0.670657076
261,8037,CO,Eagle,0.366272121,0.03855496,0.385549601,13.89639105,2.157706561,0.790376682
262,8039,CO,Elbert,0.042766112,0.042766112,0.256596673,5.617444267,4.049014538,0.256596673
263,8041,CO,El Paso,0.093028448,0.021706638,0.27753487,99.94345096,8.861391683,0.700814309
264,8043,CO,Fremont,0.12823801,0.021373002,0.320595024,53.48494482,5.87836273,0.406087031
265,8045,CO,Garfield,0.175583376,0.017558338,0.526750127,24.73748834,1.80932026,0.877916879
266,8047,CO,Gilpin,0.36423238,0,0.18211619,4.382813431,1.03206015,0
267,8049,CO,Grand,0.352236703,0,0.845368087,14.2490877,1.647147526,1.19760479
268,8051,CO,Gunnison,0.452342488,0,0.452342488,20.04194862,0.056983243,0.969305331
269,8053,CO,Hinsdale,1.234567901,0,3.703703704,18.54246987,0.55461777,1.234567901
270,8055,CO,Huerfano,0.758035173,0,0.909642207,15.26727842,0.938509613,0.758035173
271,8057,CO,Jackson,0.741839763,0,1.483679525,27.67687657,1.246873569,0
272,8059,CO,Jefferson,0.113686789,0.02567121,0.280549657,29.57901701,1.883312287,0.731629498
273,8061,CO,Kiowa,1.385041551,0,0.692520776,31.82562507,1.725832968,0
274,8063,CO,Kit Carson,0.49419323,0,0.49419323,19.58082815,0.903903935,0.741289844
275,8065,CO,Lake,0.272553829,0,0.817661488,0,3.542696829,0.953938403
276,8067,CO,La Plata,0.248086869,0.019083605,0.419839316,19.41372924,1.42302674,0.877845843
277,8069,CO,Larimer,0.106284643,0.022545227,0.286646462,12.04265603,1.157126577,0.834173411
278,8071,CO,Las Animas,0.267648043,0.066912011,0.602208096,99.99977709,0,0.802944128
279,8073,CO,Lincoln,0.366770585,0,1.100311755,36.99060048,2.842819183,0.550155877
280,8075,CO,Logan,0.088374354,0.044187177,0.353497415,27.42291929,2.091234871,0.618620476
281,8077,CO,Mesa,0.128510362,0.02029111,0.35171257,24.25783103,0.873476147,0.656079216
282,8079,CO,Mineral,1.410437236,0,1.410437236,100.0000003,3.313630223,1.410437236
283,8081,CO,Moffat,0.151515152,0.075757576,0.909090909,26.05669242,1.302175894,0.303030303
284,8083,CO,Montezuma,0.235932523,0.039322087,0.432542959,69.94044728,4.004370393,0.589831308
285,8085,CO,Montrose,0.220994475,0.024554942,0.319214242,14.82570297,1.682598623,0.515653775
286,8087,CO,Morgan,0.175611127,0.035122225,0.351222253,22.44743493,0.849107315,0.351222253
287,8089,CO,Otero,0.160444967,0.053481656,0.909188148,39.86186218,3.857508405,0.695261525
288,8091,CO,Ouray,0.662251656,0,0.662251656,22.9279831,1.613696304,1.766004415
289,8093,CO,Park,0.249547695,0,0.311934619,20.19117368,1.202918877,0.436708466
290,8095,CO,Phillips,0.457980307,0,0.68697046,31.56252908,1.185349979,0.68697046
291,8097,CO,Pitkin,0.463418873,0,0.347564155,95.74916581,0,1.216474541
292,8099,CO,Prowers,0.242150295,0.080716765,0.887884414,23.4034186,0.619985144,0.887884414
293,8101,CO,Pueblo,0.118121006,0.02486758,0.373013702,17.20991951,2.486974012,0.727376719
294,8103,CO,Rio Blanco,0.145836372,0,0.729181858,19.71724535,1.155005521,0.729181858
